    0.192687988281250000E+00    0.844246566295623779E+00    0.194444060325622559E-01    0.194444060325622559E-01
    0.195114135742187500E+00    0.295724630355834961E+00    0.196345448493957520E-01    0.196345448493957520E-01
    0.809763193130493164E+00    0.640228092670440674E+00    0.567466020584106445E-01    0.567466020584106445E-01
    0.113625824451446533E+00    0.856864452362060547E-02    0.989188551902770996E-01    0.989188551902770996E-01
    0.113625824451446533E+00    0.856864452362060547E-02    0.989188551902770996E-01    0.989188551902770996E-01
    0.315563082695007324E+00    0.898424386978149414E+00    0.104815423488616943E+00    0.104815423488616943E+00
    0.742538213729858398E+00    0.730435967445373535E+00    0.122734367847442627E+00    0.122734367847442627E+00
    0.742538213729858398E+00    0.730435967445373535E+00    0.122734367847442627E+00    0.122734367847442627E+00
    0.792467594146728516E+00    0.988518536090850830E+00    0.145731568336486816E+00    0.145731568336486816E+00
    0.792467594146728516E+00    0.988518536090850830E+00    0.145731568336486816E+00    0.145731568336486816E+00
    0.478375256061553955E+00    0.975360631942749023E+00    0.201032698154449463E+00    0.201032698154449463E+00
    0.601953685283660889E+00    0.246924459934234619E+00    0.217558860778808594E+00    0.217558860778808594E+00
    0.328023493289947510E+00    0.698348879814147949E-01    0.265388906002044678E+00    0.265388906002044678E+00
    0.328023493289947510E+00    0.698348879814147949E-01    0.265388906002044678E+00    0.265388906002044678E+00
    0.533676564693450928E+00    0.173449337482452393E+00    0.268027484416961670E+00    0.268027484416961670E+00
    0.533676564693450928E+00    0.173449337482452393E+00    0.268027484416961670E+00    0.268027484416961670E+00
    0.690057277679443359E+00    0.265559911727905273E+00    0.278637766838073730E+00    0.278637766838073730E+00
    0.690057277679443359E+00    0.265559911727905273E+00    0.278637766838073730E+00    0.278637766838073730E+00
    0.342001974582672119E+00    0.178228139877319336E+00    0.326946318149566650E+00    0.326946318149566650E+00
    0.409004390239715576E+00    0.213633120059967041E+00    0.339718818664550781E+00    0.339718818664550781E+00
    0.685877144336700439E+00    0.328581035137176514E+00    0.346358239650726318E+00    0.346358239650726318E+00
    0.473045110702514648E+00    0.239941239356994629E+00    0.361651539802551270E+00    0.361651539802551270E+00
    0.465460062026977539E+00    0.154245674610137939E+00    0.379094481468200684E+00    0.379094481468200684E+00
    0.993271708488464355E+00    0.203460335731506348E+00    0.379513978958129883E+00    0.379513978958129883E+00
    0.993271708488464355E+00    0.203460335731506348E+00    0.379513978958129883E+00    0.379513978958129883E+00
    0.388077139854431152E+00    0.472050309181213379E-01    0.380603551864624023E+00    0.380603551864624023E+00
    0.331421375274658203E+00    0.379846692085266113E+00    0.414020061492919922E+00    0.414020061492919922E+00
    0.667601764202117920E+00    0.837796509265899658E+00    0.429581224918365479E+00    0.429581224918365479E+00
    0.324334025382995605E+00    0.483899533748626709E+00    0.435020625591278076E+00    0.435020625591278076E+00
    0.356548368930816650E+00    0.262900531291961670E+00    0.436710119247436523E+00    0.436710119247436523E+00
    0.912495374679565430E+00    0.148296356201171875E-01    0.459666132926940918E+00    0.459666132926940918E+00
    0.912495374679565430E+00    0.148296356201171875E-01    0.459666132926940918E+00    0.459666132926940918E+00
    0.265192568302154541E+00    0.728423237800598145E+00    0.461202919483184814E+00    0.461202919483184814E+00
    0.842109799385070801E+00    0.347010493278503418E-01    0.462646842002868652E+00    0.462646842002868652E+00
    0.842109799385070801E+00    0.347010493278503418E-01    0.462646842002868652E+00    0.462646842002868652E+00
    0.900752305984497070E+00    0.670497894287109375E+00    0.476438105106353760E+00    0.476438105106353760E+00
    0.249368965625762939E+00    0.163098692893981934E+00    0.481301367282867432E+00    0.481301367282867432E+00
    0.949895381927490234E-02    0.568846464157104492E-01    0.484319686889648438E+00    0.484319686889648438E+00
    0.269234180450439453E+00    0.792993605136871338E+00    0.488694250583648682E+00    0.488694250583648682E+00
    0.485513329505920410E+00    0.493575274944305420E+00    0.501996219158172607E+00    0.501996219158172607E+00
    0.485513329505920410E+00    0.493575274944305420E+00    0.501996219158172607E+00    0.501996219158172607E+00
    0.484824299812316895E+00    0.607954502105712891E+00    0.512529730796813965E+00    0.512529730796813965E+00
    0.671248257160186768E+00    0.648085594177246094E+00    0.513109624385833740E+00    0.513109624385833740E+00
    0.283606052398681641E-01    0.931577622890472412E+00    0.515613377094268799E+00    0.515613377094268799E+00
    0.283606052398681641E-01    0.931577622890472412E+00    0.515613377094268799E+00    0.515613377094268799E+00
    0.793140172958374023E+00    0.987456321716308594E+00    0.520859301090240479E+00    0.520859301090240479E+00
    0.966386377811431885E+00    0.375301539897918701E+00    0.522900819778442383E+00    0.522900819778442383E+00
    0.966386377811431885E+00    0.375301539897918701E+00    0.522900819778442383E+00    0.522900819778442383E+00
    0.224717080593109131E+00    0.723885536193847656E+00    0.535821795463562012E+00    0.535821795463562012E+00
    0.224717080593109131E+00    0.723885536193847656E+00    0.535821795463562012E+00    0.535821795463562012E+00
    0.315602660179138184E+00    0.449339628219604492E+00    0.574177324771881104E+00    0.574177324771881104E+00
    0.517812907695770264E+00    0.628126621246337891E+00    0.584068953990936279E+00    0.584068953990936279E+00
    0.142956852912902832E+00    0.159485697746276855E+00    0.591249883174896240E+00    0.591249883174896240E+00
    0.366152942180633545E+00    0.688180208206176758E+00    0.593830227851867676E+00    0.593830227851867676E+00
    0.974760651588439941E-01    0.884692251682281494E+00    0.599533081054687500E+00    0.599533081054687500E+00
    0.682503044605255127E+00    0.503352940082550049E+00    0.601644456386566162E+00    0.601644456386566162E+00
    0.613151192665100098E+00    0.494422435760498047E+00    0.607767343521118164E+00    0.607767343521118164E+00
    0.657733082771301270E-01    0.769965648651123047E+00    0.618745088577270508E+00    0.618745088577270508E+00
    0.217481851577758789E+00    0.446087837219238281E+00    0.623112797737121582E+00    0.623112797737121582E+00
    0.875902593135833740E+00    0.805824697017669678E+00    0.636204242706298828E+00    0.636204242706298828E+00
    0.592919766902923584E+00    0.373320579528808594E-01    0.643387615680694580E+00    0.643387615680694580E+00
    0.649876296520233154E+00    0.691849350929260254E+00    0.653071224689483643E+00    0.653071224689483643E+00
    0.674576818943023682E+00    0.627198040485382080E+00    0.656384587287902832E+00    0.656384587287902832E+00
    0.249130845069885254E+00    0.425254583358764648E+00    0.658808767795562744E+00    0.658808767795562744E+00
    0.783978939056396484E+00    0.456164479255676270E-01    0.681362926959991455E+00    0.681362926959991455E+00
    0.267106890678405762E+00    0.401604115962982178E+00    0.687075436115264893E+00    0.687075436115264893E+00
    0.902169644832611084E+00    0.297239840030670166E+00    0.697673380374908447E+00    0.697673380374908447E+00
    0.233286678791046143E+00    0.469682872295379639E+00    0.707422673702239990E+00    0.707422673702239990E+00
    0.141923666000366211E+00    0.413444459438323975E+00    0.712738692760467529E+00    0.712738692760467529E+00
    0.753403484821319580E+00    0.359793722629547119E+00    0.715712487697601318E+00    0.715712487697601318E+00
    0.372906863689422607E+00    0.455456197261810303E+00    0.715803086757659912E+00    0.715803086757659912E+00
    0.646819651126861572E+00    0.735680818557739258E+00    0.727677762508392334E+00    0.727677762508392334E+00
    0.622418701648712158E+00    0.893953621387481689E+00    0.731176614761352539E+00    0.731176614761352539E+00
    0.178454160690307617E+00    0.581351041793823242E+00    0.744625568389892578E+00    0.744625568389892578E+00
    0.242421030998229980E+00    0.153886914253234863E+00    0.748224496841430664E+00    0.748224496841430664E+00
    0.352797150611877441E+00    0.654336392879486084E+00    0.757650911808013916E+00    0.757650911808013916E+00
    0.484837949275970459E+00    0.222707152366638184E+00    0.758573293685913086E+00    0.758573293685913086E+00
    0.640453755855560303E+00    0.343298733234405518E+00    0.773559033870697021E+00    0.773559033870697021E+00
    0.793343842029571533E+00    0.724816918373107910E+00    0.774012386798858643E+00    0.774012386798858643E+00
    0.682379662990570068E+00    0.473172068595886230E-01    0.785661756992340088E+00    0.785661756992340088E+00
    0.691917896270751953E+00    0.694518983364105225E+00    0.795723795890808105E+00    0.795723795890808105E+00
    0.440010547637939453E+00    0.309037566184997559E+00    0.798859417438507080E+00    0.798859417438507080E+00
    0.157561898231506348E+00    0.482702255249023438E-02    0.799358308315277100E+00    0.799358308315277100E+00
    0.468599855899810791E+00    0.432128727436065674E+00    0.927009463310241699E+00    0.927009463310241699E+00
    0.695408046245574951E+00    0.741779744625091553E+00    0.986188352108001709E+00    0.986188352108001709E+00
    0.808324575424194336E+00    0.361665070056915283E+00    0.893709421157836914E+00    0.893709421157836914E+00
    0.755402386188507080E+00    0.378622114658355713E+00    0.984241127967834473E+00    0.984241127967834473E+00
    0.469184815883636475E+00    0.292135596275329590E+00    0.984711110591888428E+00    0.984711110591888428E+00
    0.402095377445220947E+00    0.862530469894409180E-01    0.854458093643188477E+00    0.854458093643188477E+00
    0.264292359352111816E+00    0.365817725658416748E+00    0.959861934185028076E+00    0.959861934185028076E+00
    0.881024360656738281E+00    0.718055725097656250E+00    0.867654860019683838E+00    0.867654860019683838E+00
    0.815276861190795898E+00    0.719022154808044434E-01    0.880052685737609863E+00    0.880052685737609863E+00
    0.937015652656555176E+00    0.322305500507354736E+00    0.846871733665466309E+00    0.846871733665466309E+00
    0.640326380729675293E+00    0.181757032871246338E+00    0.994348108768463135E+00    0.994348108768463135E+00
    0.909715056419372559E+00    0.341998875141143799E+00    0.950499057769775391E+00    0.950499057769775391E+00
    0.192143678665161133E+00    0.632773041725158691E+00    0.921732485294342041E+00    0.921732485294342041E+00
    0.160427689552307129E+00    0.142753005027770996E+00    0.888546466827392578E+00    0.888546466827392578E+00
    0.171704292297363281E-01    0.998942136764526367E+00    0.969502568244934082E+00    0.969502568244934082E+00
    0.822478592395782471E+00    0.853686630725860596E+00    0.965187132358551025E+00    0.965187132358551025E+00
    0.222477316856384277E-01    0.218143165111541748E+00    0.959358692169189453E+00    0.959358692169189453E+00
    0.910183310508728027E+00    0.690640985965728760E+00    0.891382336616516113E+00    0.891382336616516113E+00
    0.836730599403381348E+00    0.497437059879302979E+00    0.968029081821441650E+00    0.968029081821441650E+00
    0.449854314327239990E+00    0.672494769096374512E-01    0.955411791801452637E+00    0.955411791801452637E+00
    0.794655740261077881E+00    0.953417956829071045E+00    0.927160203456878662E+00    0.927160203456878662E+00
    0.251967906951904297E+00    0.487615644931793213E+00    0.952205061912536621E+00    0.952205061912536621E+00
    0.518284559249877930E+00    0.648094952106475830E+00    0.834033668041229248E+00    0.834033668041229248E+00
    0.835135221481323242E+00    0.319983363151550293E-01    0.957204341888427734E+00    0.957204341888427734E+00
    0.195616066455841064E+00    0.771049261093139648E+00    0.845972537994384766E+00    0.845972537994384766E+00
    0.152526617050170898E+00    0.943788826465606689E+00    0.990331649780273438E+00    0.990331649780273438E+00
    0.794158458709716797E+00    0.883099913597106934E+00    0.819915771484375000E+00    0.819915771484375000E+00
    0.870706737041473389E+00    0.137950778007507324E+00    0.860241174697875977E+00    0.860241174697875977E+00
    0.583075046539306641E+00    0.735287666320800781E+00    0.870072007179260254E+00    0.870072007179260254E+00
    0.145468533039093018E+00    0.687031388282775879E+00    0.845318257808685303E+00    0.845318257808685303E+00
    0.361916482448577881E+00    0.952718257904052734E+00    0.937986731529235840E+00    0.937986731529235840E+00
    0.628962934017181396E+00    0.529934883117675781E+00    0.974691510200500488E+00    0.974691510200500488E+00
    0.131346821784973145E+00    0.920779645442962646E+00    0.948705255985260010E+00    0.948705255985260010E+00
    0.397874414920806885E+00    0.528353929519653320E+00    0.877704858779907227E+00    0.877704858779907227E+00
    0.292617678642272949E-01    0.769246697425842285E+00    0.987394332885742188E+00    0.987394332885742188E+00
    0.254452288150787354E+00    0.913259863853454590E+00    0.840130925178527832E+00    0.840130925178527832E+00
    0.544132292270660400E+00    0.477488994598388672E+00    0.917811453342437744E+00    0.917811453342437744E+00
